0,1503510449718,7382,247.808722,29.78910481
1,1503512024740,14538,488.022844,29.78958908
2,1503513662628,8286,278.075356,29.79767834
3,1503515171349,11079,371.868689,29.79277452
4,1503523593605,4786,160.552167,29.80962574
5,1503525230880,5383,180.690644,29.79124911
6,1503600471339,11586,388.863722,29.79449956
7,1503601791851,10853,364.370989,29.7855766
8,1503604387983,7087,237.550956,29.83359921
9,1503610324174,7740,259.808278,29.7911986
10,1503612761276,8003,268.1935,29.84039509
11,1503614529248,5754,193.162433,29.78840088
12,1503616371604,8247,276.408044,29.83632411
13,1503618071641,6877,230.393733,29.84890214
14,1503683563307,8010,268.806344,29.79840382
15,1503685368577,7867,263.964244,29.80327891
16,1503686805336,6939,232.6088,29.83120157
17,1503688257359,5246,175.746356,29.84983662
18,1503695352765,11192,375.604956,29.79726395
19,1503697313323,6291,210.963867,29.82027254
20,1503698678322,10459,351.081767,29.79078093
21,1503701484723,4452,149.158111,29.84752198
22,1503702810845,9825,329.561733,29.81232044
23,1503704008775,13414,449.793356,29.82258371
24,1503944237832,16631,558.139744,29.79719715
25,1503945980566,9775,327.9576,29.8056822
26,1503948467876,10406,348.929822,29.82261572
27,1503955687111,11102,372.654011,29.79170938
28,1503957322493,9392,314.718656,29.84252708
29,1503959170110,12703,425.926911,29.8243658
,,,,
,,,,
